time,M1
26.136,513
26.136,513
26.136,513
26.136,512
26.136,512
26.136,512
26.136,513
26.136,513
26.136,513
26.136,512
26.136,512
26.136,512
26.136,513
26.136,512
26.136,512
26.136,514
26.136,514
26.136,512
26.136,514
26.136,514
26.136,513
26.136,513
26.136,513
26.136,513
26.136,513
26.136,513
26.136,514
26.136,513
26.136,514
26.136,513
26.136,514
26.136,512
26.136,512
26.136,513
26.136,513
26.136,512
26.136,513
26.136,512
26.136,514
26.136,515
26.136,515
26.136,513
26.136,514
26.136,513
26.136,514
26.136,514
26.136,513
26.136,511
26.136,513
26.136,514
26.136,514
26.136,514
26.136,512
26.136,513
26.136,513
26.136,512
26.136,515
26.136,514
26.136,515
26.136,515
26.136,512
26.136,513
26.136,510
26.136,513
26.136,511
26.182,511
26.182,511
26.182,510
26.182,513
26.182,513
26.182,513
26.182,514
26.182,512
26.182,512
26.182,512
26.182,512
26.182,511
26.182,512
26.182,511
26.182,512
26.182,512
26.182,514
26.182,513
26.182,511
26.182,512
26.182,512
26.182,513
26.182,512
26.182,511
26.182,512
26.182,512
26.182,513
26.182,515
26.182,514
26.182,513
26.182,515
26.182,515
26.182,513
26.182,512
26.182,513
26.182,512
26.182,512
26.182,513
26.182,511
26.182,511
26.182,509
26.182,510
26.182,512
26.182,512
26.182,513
26.182,514
26.182,514
26.182,514
26.182,514
26.182,513
26.182,512
26.182,513
26.182,513
26.182,512
26.182,513
26.182,514
26.182,514
26.182,515
26.182,514
26.182,513
26.182,515
26.228,515
26.228,513
26.228,513
26.228,513
26.228,512
26.228,513
26.228,513
26.228,513
26.228,512
26.228,512
26.228,512
26.228,512
26.228,513
26.228,511
26.228,511
26.228,513
26.228,512
26.228,511
26.228,512
26.228,513
26.228,512
26.228,511
26.228,513
26.228,514
26.228,512
26.228,513
26.228,512
26.228,512
26.228,511
26.228,512
26.228,512
26.228,514
26.228,511
26.228,511
26.228,511
26.228,512
26.228,512
26.228,512
26.228,513
26.228,512
26.228,513
26.228,513
26.228,512
26.228,511
26.228,512
26.228,513
26.228,514
26.228,513
26.228,514
26.228,514
26.228,513
26.228,514
26.228,514
26.228,513
26.228,512
26.228,512
26.228,511
26.228,511
26.228,512
26.228,512
26.228,513
26.228,512
26.228,511
26.276,513
26.276,512
26.276,512
26.276,512
26.276,513
26.276,513
26.276,512
26.276,513
26.276,514
26.276,513
26.276,513
26.276,512
26.276,513
26.276,513
26.276,512
26.276,514
26.276,514
26.276,512
26.276,512
26.276,512
26.276,513
26.276,513
26.276,513
26.276,514
26.276,515
26.276,513
26.276,513
26.276,513
26.276,513
26.276,514
26.276,512
26.276,512
26.276,513
26.276,512
26.276,512
26.276,513
26.276,512
26.276,512
26.276,512
26.276,511
26.276,512
26.276,512
26.276,513
26.276,513
26.276,513
26.276,514
26.276,513
26.276,512
26.276,512
26.276,512
26.276,512
26.276,512
26.276,512
26.276,511
26.276,512
26.276,511
26.276,512
26.276,513
26.276,511
26.276,511
26.276,512
26.276,510
26.276,512
26.276,512
26.323,512
26.323,511
26.323,513
26.323,513
26.323,513
26.323,512
26.323,512
26.323,512
26.323,511
26.323,512
26.323,512
26.323,511
26.323,511
26.323,511
26.323,513
26.323,512
26.323,511
26.323,510
26.323,511
26.323,512
26.323,512
26.323,513
26.323,514
26.323,513
26.323,514
26.323,514
26.323,513
26.323,513
26.323,513
26.323,512
26.323,512
26.323,513
26.323,513
26.323,513
26.323,513
26.323,514
26.323,513
26.323,513
26.323,515
26.323,513
26.323,513
26.323,513
26.323,512
26.323,513
26.323,514
26.323,512
26.323,512
26.323,513
26.323,513
26.323,512
26.323,513
26.323,512
26.323,512
26.323,513
26.323,512
26.323,512
26.323,514
26.323,512
26.323,512
26.323,513
26.323,513
26.323,512
26.323,513
26.323,513
26.371,511
26.371,511
26.371,512
26.371,511
26.371,512
26.371,510
26.371,513
26.371,512
26.371,513
26.371,513
26.371,513
26.371,513
26.371,513
26.371,514
26.371,514
26.371,512
26.371,512
26.371,513
26.371,512
26.371,512
26.371,511
26.371,512
26.371,511
26.371,514
26.371,513
26.371,513
26.371,514
26.371,512
26.371,513
26.371,512
26.371,514
26.371,512
26.371,514
26.371,513
26.371,512
26.371,512
26.371,511
26.371,512
26.371,512
26.371,511
26.371,511
26.371,512
26.371,511
26.371,510
26.371,513
26.371,510
26.371,511
26.371,510
26.371,512
26.371,511
26.371,512
26.371,512
26.371,512
26.371,513
26.371,512
26.371,511
26.371,512
26.371,514
26.371,514
26.371,513
