time,M1
30.37,513
30.37,513
30.37,513
30.37,514
30.37,514
30.37,517
30.37,514
30.37,513
30.37,511
30.37,514
30.37,514
30.37,513
30.37,514
30.37,514
30.37,513
30.37,513
30.37,512
30.37,513
30.37,512
30.37,512
30.37,510
30.37,511
30.37,511
30.37,512
30.37,512
30.37,512
30.37,512
30.37,513
30.37,512
30.37,512
30.37,514
30.37,514
30.37,513
30.37,512
30.37,511
30.37,512
30.37,513
30.37,513
30.37,513
30.37,512
30.37,512
30.37,512
30.37,514
30.37,514
30.37,513
30.37,514
30.37,511
30.37,511
30.37,512
30.37,512
30.37,512
30.37,512
30.37,513
30.37,512
30.37,512
30.37,511
30.37,512
30.37,514
30.37,512
30.37,512
30.37,511
30.37,510
30.37,512
30.416,513
30.416,513
30.416,513
30.416,512
30.416,513
30.416,513
30.416,512
30.416,513
30.416,514
30.416,513
30.416,513
30.416,512
30.416,513
30.416,513
30.416,512
30.416,512
30.416,512
30.416,512
30.416,513
30.416,511
30.416,512
30.416,513
30.416,513
30.416,513
30.416,514
30.416,513
30.416,513
30.416,514
30.416,513
30.416,514
30.416,514
30.416,514
30.416,513
30.416,513
30.416,512
30.416,512
30.416,513
30.416,510
30.416,511
30.416,510
30.416,511
30.416,511
30.416,511
30.416,510
30.416,511
30.416,512
30.416,513
30.416,514
30.416,514
30.416,514
30.416,514
30.416,513
30.416,515
30.416,515
30.416,514
30.416,515
30.416,512
30.416,514
30.416,514
30.416,513
30.416,514
30.416,513
30.416,513
30.463,514
30.463,515
30.463,513
30.463,513
30.463,513
30.463,513
30.463,512
30.463,512
30.463,512
30.463,511
30.463,512
30.463,511
30.463,511
30.463,511
30.463,510
30.463,511
30.463,513
30.463,513
30.463,513
30.463,512
30.463,514
30.463,513
30.463,513
30.463,513
30.463,512
30.463,513
30.463,513
30.463,513
30.463,513
30.463,513
30.463,512
30.463,513
30.463,513
30.463,512
30.463,513
30.463,513
30.463,511
30.463,511
30.463,511
30.463,513
30.463,513
30.463,512
30.463,513
30.463,513
30.463,512
30.463,513
30.463,512
30.463,511
30.463,512
30.463,511
30.463,512
30.463,511
30.463,512
30.463,512
30.463,513
30.463,514
30.463,513
30.463,513
30.463,514
30.463,514
30.463,513
30.463,513
30.463,512
30.511,512
30.511,512
30.511,511
30.511,513
30.511,512
30.511,513
30.511,512
30.511,513
30.511,513
30.511,514
30.511,514
30.511,513
30.511,513
30.511,513
30.511,512
30.511,513
30.511,513
30.511,512
30.511,511
30.511,511
30.511,512
30.511,511
30.511,510
30.511,512
30.511,513
30.511,512
30.511,513
30.511,512
30.511,512
30.511,513
30.511,512
30.511,512
30.511,512
30.511,512
30.511,513
30.511,513
30.511,513
30.511,513
30.511,512
30.511,512
30.511,513
30.511,514
30.511,513
30.511,513
30.511,513
30.511,513
30.511,512
30.511,514
30.511,513
30.511,512
30.511,513
30.511,514
30.511,512
30.511,512
30.511,511
30.511,512
30.511,511
30.511,512
30.511,513
30.511,511
30.511,510
30.511,512
30.511,513
30.511,512
30.511,512
30.556,511
30.556,512
30.556,513
30.556,513
30.556,513
30.556,513
30.556,514
30.556,512
30.556,513
30.556,512
30.556,514
30.556,513
30.556,512
30.556,512
30.556,512
30.556,512
30.556,512
30.556,511
30.556,511
30.556,512
30.556,513
30.556,513
30.556,512
30.556,512
30.556,512
30.556,513
30.556,514
30.556,513
30.556,514
30.556,514
30.556,514
30.556,514
30.556,513
30.556,513
30.556,513
30.556,511
30.556,511
30.556,513
30.556,514
30.556,514
30.556,514
30.556,514
30.556,512
30.556,512
30.556,513
30.556,512
30.556,513
30.556,512
30.556,512
30.556,511
