time,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10
19.038,514,515,513,511,514,514,512,511,512,512
19.038,515,514,513,510,514,514,511,511,512,513
19.038,513,514,512,511,512,513,512,512,512,513
19.038,513,512,513,510,510,513,513,513,513,513
19.038,513,514,512,512,514,513,511,512,512,513
19.038,513,512,513,512,513,512,512,511,514,513
19.038,512,513,513,512,514,513,513,512,513,511
19.038,513,513,514,512,513,511,512,512,516,513
19.038,513,512,512,513,513,511,512,515,513,514
19.038,512,512,513,514,513,513,513,513,513,512
19.038,512,513,513,515,513,512,513,514,513,511
19.038,512,513,513,513,514,513,513,514,514,513
19.085,513,511,513,515,513,511,514,513,514,512
19.085,512,513,511,516,513,511,513,514,514,512
19.085,514,512,512,514,513,512,513,515,514,514
19.085,511,513,512,514,514,511,513,516,514,512
19.085,511,513,513,515,513,512,515,513,515,513
19.085,512,513,513,515,512,512,514,514,513,513
19.085,513,513,513,512,512,514,514,512,513,513
19.085,511,513,513,513,512,513,514,513,513,513
19.085,512,514,514,513,513,513,512,514,513,512
19.085,512,514,513,512,512,513,511,512,512,513
19.085,513,513,512,510,511,513,511,511,513,512
19.085,510,514,512,514,510,512,512,511,512,513
19.085,512,512,512,512,511,514,512,510,513,512
19.085,512,514,512,509,511,513,512,511,512,513
19.085,514,514,513,512,512,512,514,512,512,513
19.085,512,514,512,511,513,512,515,513,511,512
19.085,511,513,513,510,513,512,513,514,512,513
19.085,513,513,512,512,513,512,514,514,511,512
19.085,509,514,513,513,513,511,513,513,510,512
19.085,512,514,513,513,513,512,512,515,512,512
19.085,511,513,514,513,513,513,512,513,512,512
19.085,511,514,514,513,512,512,511,513,512,513
19.085,513,511,514,514,512,511,511,514,513,513
19.085,513,513,513,514,514,511,511,514,513,511
19.085,512,512,512,513,513,511,511,513,513,511
19.085,513,513,513,514,512,511,511,513,512,513
19.085,513,515,513,517,513,512,512,513,513,513
19.085,513,514,514,511,512,513,510,513,512,513
19.085,512,513,512,510,511,511,513,515,514,513
19.085,512,513,512,511,513,512,514,514,513,513
19.085,511,514,511,512,512,512,515,514,513,513
19.085,512,513,512,511,513,513,514,513,513,513
19.085,513,514,511,511,513,513,516,513,514,513
19.085,512,513,513,513,513,514,515,512,513,513
19.085,510,514,513,510,514,513,514,513,513,513
19.085,511,513,511,514,512,513,513,513,513,513
19.085,512,514,511,511,514,513,513,512,512,513
19.085,512,513,512,511,513,512,513,511,513,511
19.085,512,514,510,514,513,513,512,512,513,510
19.085,510,514,511,514,513,513,511,513,514,511
19.085,513,513,511,513,511,512,510,513,513,511
19.085,510,512,511,516,512,513,511,513,513,512
19.085,513,513,511,511,512,511,512,513,512,511
19.085,511,512,511,513,513,513,513,513,511,514
19.085,512,512,511,515,513,513,513,513,511,514
19.085,513,513,512,511,513,513,513,513,512,514
19.085,513,513,512,514,513,512,515,514,512,513
19.085,514,514,512,517,511,512,514,513,511,513
19.085,513,509,512,513,512,512,515,511,511,514
19.085,512,504,513,510,514,512,513,511,513,514
19.085,514,506,513,510,513,511,513,511,513,514
19.085,512,511,513,509,512,512,514,512,514,512
19.085,513,514,512,509,512,513,512,513,514,512
19.085,512,521,514,511,512,513,512,512,512,513
19.085,514,519,512,511,513,512,511,511,512,512
19.085,512,517,513,509,511,513,512,512,513,513
19.085,513,519,513,511,512,512,511,514,512,511
19.085,512,518,511,512,512,512,511,513,514,513
19.085,513,518,512,512,513,513,513,513,513,512
19.085,515,516,511,511,512,511,511,513,514,513
19.085,513,517,511,511,513,511,513,513,514,513
19.085,515,514,513,507,512,511,513,514,513,513
19.085,513,512,513,508,514,511,513,514,513,513
19.131,514,511,511,519,512,513,513,515,513,513
19.131,513,511,512,521,512,512,514,514,514,513
19.131,514,511,512,514,513,512,514,513,513,512
19.131,513,508,513,510,513,513,514,515,513,512
19.131,513,509,514,515,512,514,511,514,513,512
19.131,513,511,514,514,513,512,512,515,512,513
19.131,513,512,513,516,513,513,513,515,512,514
19.131,512,510,511,514,513,513,513,514,513,513
19.131,512,510,511,511,514,513,514,513,512,513
19.131,513,512,513,515,513,514,514,514,513,512
19.131,513,512,513,513,512,514,513,514,513,511
19.131,513,513,513,513,513,514,512,513,512,511
19.131,515,512,513,513,514,514,512,514,513,512
19.131,512,514,513,513,514,513,512,514,512,512
19.131,513,512,512,508,513,513,513,514,514,512
19.131,514,511,511,513,513,514,512,514,515,512
19.131,514,513,511,515,514,512,511,513,514,511
19.131,515,514,513,512,513,513,511,514,514,512
19.131,513,513,512,511,513,512,510,513,514,512
19.131,514,513,513,514,512,512,512,511,514,511
19.131,513,513,513,514,512,512,512,513,512,512
19.131,513,512,513,513,512,513,512,511,512,513
19.131,515,512,511,513,513,513,513,513,514,513
19.131,514,512,512,517,513,514,513,513,513,513
19.131,513,511,513,514,511,508,514,513,513,512
19.131,513,514,513,507,512,518,513,513,512,513
19.131,512,515,514,514,511,519,513,513,512,513
19.131,513,512,513,516,512,509,512,513,514,513
19.131,514,512,513,509,513,512,512,513,514,513
19.131,513,510,514,515,515,516,512,514,513,512
19.131,513,516,513,514,514,514,513,513,513,515
19.131,514,501,514,508,514,513,511,513,514,511
19.131,513,513,514,511,512,516,511,514,513,512
19.131,513,513,513,514,511,517,512,513,513,514
19.131,513,511,514,512,512,515,512,512,513,513
19.131,514,516,513,508,513,515,513,509,513,514
19.131,513,515,514,515,514,515,513,511,513,512
19.131,513,515,513,511,514,514,514,511,514,514
19.131,513,514,514,506,512,513,513,511,514,513
19.131,513,516,511,523,512,513,511,510,512,513
19.131,512,512,511,505,512,512,513,510,513,513
19.131,515,518,510,527,513,513,513,510,513,511
19.131,512,512,511,507,514,513,511,510,512,511
19.131,513,511,511,507,513,512,511,513,513,511
19.131,512,510,510,522,513,513,513,513,513,513
19.131,514,510,511,514,513,513,513,513,514,511
19.131,513,510,512,508,514,512,513,511,514,511
19.131,513,511,511,516,513,511,513,514,513,511
19.131,513,512,511,510,514,513,512,512,512,510
19.131,512,512,511,513,514,512,513,512,513,513
19.131,512,514,513,524,513,511,513,512,514,511
19.131,513,515,512,502,514,511,512,513,512,511
19.131,511,515,514,516,515,509,513,512,512,513
19.131,513,512,514,519,511,502,514,512,512,513
19.131,511,513,513,504,512,500,514,512,511,514
19.131,512,512,514,518,511,533,514,513,512,513
19.131,510,511,513,505,512,537,513,512,512,512
19.131,514,511,513,526,510,495,512,513,512,514
19.131,511,509,512,519,511,505,510,512,512,514
19.131,513,510,513,494,510,528,510,511,512,513
19.131,514,511,514,526,511,514,511,510,511,513
19.177,514,511,514,514,511,501,510,511,513,513
19.177,515,512,514,523,511,504,510,512,511,513
19.177,513,512,515,515,511,514,509,512,512,513
19.177,514,512,514,483,509,518,511,512,513,514
19.177,513,511,513,549,512,510,509,511,512,513
19.177,513,509,514,497,510,514,512,511,512,514
19.177,514,515,514,506,514,522,511,511,511,510
19.177,514,515,512,525,512,509,512,513,512,514
19.177,514,509,513,507,512,507,511,514,513,514
19.177,513,512,514,519,511,523,513,513,512,513
19.177,514,515,514,517,512,499,513,513,512,512
19.177,512,512,513,502,512,523,513,512,512,513
19.177,512,512,513,541,513,508,513,511,513,512
19.177,512,514,514,493,514,508,514,511,514,512
19.177,513,513,514,468,513,517,514,513,513,513
19.177,513,512,513,560,514,512,511,513,514,512
19.177,512,513,513,527,514,519,513,512,515,511
19.177,513,510,514,472,513,507,516,511,513,513
19.177,512,512,512,525,513,511,517,512,513,514
19.177,512,509,512,520,513,522,511,512,513,517
19.177,513,511,513,505,513,507,511,513,514,516
19.177,512,518,511,475,514,523,512,512,513,513
19.177,514,511,512,547,514,510,512,512,511,510
19.177,512,513,512,514,512,522,511,513,512,512
19.177,514,515,512,509,513,506,513,513,509,518
19.177,511,512,512,513,514,516,512,513,509,512
19.177,513,517,512,510,514,507,512,513,514,508
19.177,511,510,513,505,513,516,512,513,513,512
19.177,512,519,512,499,513,515,513,512,510,509
19.177,513,505,512,532,514,514,514,512,511,508
19.177,513,521,512,513,512,515,513,511,511,513
19.177,513,508,512,532,511,510,513,512,512,511
19.177,514,509,513,502,512,518,513,512,511,510
19.177,513,522,512,503,513,508,515,513,511,514
19.177,514,496,512,510,512,516,514,513,512,512
19.177,513,526,511,555,513,514,511,514,513,513
19.177,512,514,511,492,512,509,511,512,511,516
19.177,513,493,512,510,512,517,514,514,512,510
19.177,512,525,512,509,510,507,512,513,513,516
19.177,515,521,512,512,514,511,511,513,514,511
19.177,514,494,512,521,512,515,510,513,515,515
19.177,513,505,513,493,513,518,512,513,514,510
19.177,510,524,512,552,512,505,516,512,513,512
19.177,513,512,514,511,513,495,514,511,513,515
19.177,512,500,512,484,512,530,512,511,512,509
19.177,515,517,514,524,513,519,513,511,513,518
19.177,513,529,515,519,515,485,515,511,513,513
19.177,515,500,513,521,515,518,514,510,512,508
19.177,513,503,515,506,514,544,514,511,510,512
19.177,511,520,513,510,513,500,513,505,510,514
19.177,511,512,514,497,512,484,512,511,508,510
19.177,511,507,513,521,514,534,510,517,513,512
19.177,512,512,513,518,516,529,511,512,515,512
19.177,512,509,513,505,514,475,511,512,511,513
19.177,512,516,514,529,514,526,510,514,509,513
19.177,513,517,514,514,513,546,512,516,517,513
19.177,511,505,512,505,512,493,512,514,519,511
19.177,513,508,509,507,513,488,513,514,509,514
19.177,514,518,505,455,513,527,513,514,508,516
19.177,514,519,509,521,516,520,515,513,522,510
19.177,515,505,515,512,513,503,514,513,517,512
19.177,513,511,516,517,512,508,514,514,505,514
19.177,514,517,516,580,515,518,514,514,517,511
19.224,514,512,515,555,511,520,513,515,519,511
19.224,512,505,512,470,508,501,512,513,505,511
19.224,513,515,511,507,512,520,511,512,520,511
19.224,513,529,510,520,511,521,510,513,525,512
19.224,513,507,511,485,523,486,512,514,493,512
19.224,511,506,513,510,513,544,511,514,515,512
19.224,513,519,514,519,507,527,512,513,539,512
19.224,513,512,514,505,513,467,513,514,486,512
19.224,515,506,513,516,518,517,513,516,505,513
19.224,511,512,513,515,510,562,496,511,545,513
19.224,510,516,511,509,510,494,529,511,492,512
19.224,510,512,510,513,517,466,528,513,502,513
19.224,507,510,512,512,510,542,493,510,538,512
19.224,515,513,514,511,510,529,505,512,496,512
19.224,522,514,516,508,513,506,532,514,505,511
19.224,522,512,515,509,514,504,525,511,533,513
19.224,506,513,514,515,511,517,499,513,500,512
19.224,516,513,513,505,510,517,503,512,507,513
19.224,509,513,512,519,513,504,519,503,529,512
19.224,510,512,510,513,514,530,513,509,502,513
19.224,511,514,511,515,501,506,504,513,508,514
19.224,509,514,513,514,517,476,488,507,529,513
19.224,511,513,516,508,521,558,544,510,501,514
19.224,511,512,515,516,509,523,525,516,512,513
19.224,506,514,515,514,507,481,501,517,524,512
19.224,513,514,515,511,509,510,508,508,499,513
19.224,513,513,513,513,525,507,498,509,516,514
19.224,516,513,513,512,502,533,524,532,522,513
19.224,514,513,511,513,511,491,530,494,509,512
19.224,513,515,510,521,518,508,501,505,508,512
19.224,514,512,512,516,508,534,506,530,525,512
19.224,511,513,515,517,518,508,515,500,508,512
19.224,514,512,516,513,508,520,513,513,495,512
19.224,516,511,515,513,512,513,512,523,545,512
19.224,515,514,514,508,518,488,508,496,494,513
19.224,514,516,513,505,509,516,514,522,510,513
19.224,516,511,511,509,518,547,518,520,525,512
19.224,514,513,510,510,514,494,516,480,507,512
19.224,517,517,510,483,509,475,513,542,503,510
19.224,516,501,510,543,514,562,514,528,528,512
19.224,514,529,512,506,520,495,514,464,496,513
19.224,513,531,514,512,501,485,514,536,522,514
19.224,515,501,513,523,523,554,513,506,521,512
19.224,511,508,510,515,513,521,510,513,501,512
19.224,511,521,511,514,510,481,515,511,516,512
19.224,514,513,512,509,513,519,515,501,524,512
19.224,512,504,511,512,520,532,513,524,494,513
19.224,513,515,512,512,508,509,512,508,530,513
19.224,514,517,516,520,517,503,511,517,501,512
19.224,512,510,513,510,508,509,514,497,517,513
19.224,514,511,511,510,517,528,514,539,522,513
19.224,513,514,513,513,505,508,516,503,492,510
19.224,511,513,514,516,520,490,514,512,525,515
19.224,512,510,514,519,505,533,512,517,509,513
19.224,511,513,514,517,520,537,508,506,512,510
19.224,514,514,514,512,508,494,511,511,519,514
19.224,513,512,511,514,510,480,490,511,498,512
19.224,512,512,515,511,521,543,527,525,522,511
19.224,510,513,511,517,510,516,525,495,509,512
19.224,512,511,512,508,514,482,507,517,521,513
19.224,511,512,514,516,511,498,497,512,504,512
19.224,513,510,513,511,521,522,518,518,514,514
19.224,513,510,512,512,505,492,539,504,518,514
19.224,515,512,512,511,518,517,510,508,507,513
19.272,513,513,511,508,509,588,504,507,518,514
19.272,512,513,513,511,514,540,515,527,512,514
19.272,514,514,514,517,515,428,522,502,510,513
19.272,514,514,507,513,503,509,508,516,517,513
19.272,513,513,515,514,522,561,507,520,515,513
19.272,514,512,514,516,507,478,514,505,533,514
19.272,512,514,509,515,507,477,514,507,518,512
19.272,513,512,514,523,523,529,512,514,492,512
19.272,509,512,516,512,501,518,509,514,502,513
19.272,513,515,507,506,519,526,510,505,521,514
19.272,513,513,519,504,512,514,503,531,508,514
19.272,512,512,504,506,511,506,512,498,502,513
19.272,514,511,520,508,519,521,528,522,511,513
19.272,511,512,506,509,502,532,514,509,513,513
19.272,510,514,518,518,520,534,504,508,512,513
19.272,511,512,514,505,506,483,512,520,512,513
19.272,511,510,506,512,515,518,518,535,510,513
19.272,512,512,521,521,518,535,512,511,514,512
19.272,511,512,503,516,503,490,508,460,516,511
19.272,513,510,510,513,527,493,511,534,511,511
19.272,513,511,516,519,505,511,516,522,513,511
19.272,511,511,515,517,510,505,512,512,514,511
19.272,511,510,511,512,520,495,510,493,513,513
19.272,513,512,518,511,499,520,512,532,511,512
19.272,514,512,504,502,530,520,514,515,493,511
19.272,514,512,518,524,498,511,515,523,501,512
19.272,515,513,514,494,526,516,514,529,517,512
19.272,512,512,507,522,496,521,513,492,518,512
19.272,513,511,520,515,540,518,515,506,510,514
19.272,513,510,516,511,473,509,512,476,510,512
19.272,515,512,504,516,518,519,509,503,567,513
19.272,516,522,537,511,536,516,511,512,521,513
19.272,513,511,488,504,493,512,511,527,474,514
19.272,513,512,519,509,535,513,511,516,511,513
19.272,515,514,517,507,464,515,510,516,524,512
19.272,512,511,512,500,551,513,510,557,506,514
19.272,512,510,513,508,513,514,514,514,496,515
19.272,515,513,508,503,455,506,515,491,510,512
19.272,514,512,543,536,561,507,514,518,518,514
19.272,513,508,485,546,551,513,517,524,513,515
19.272,513,511,482,497,439,505,515,501,505,511
19.272,513,526,584,505,511,504,513,498,513,511
19.272,515,511,486,506,581,512,513,492,516,513
19.272,513,505,494,502,499,511,511,497,511,512
19.272,514,517,542,568,454,508,504,537,513,513
19.272,514,518,508,490,560,515,499,515,513,508
19.272,510,508,477,520,563,519,505,547,513,508
19.272,514,505,539,502,487,512,508,494,446,509
19.272,520,504,521,496,419,511,513,473,568,505
19.272,502,505,475,499,598,511,527,548,583,521
19.272,505,524,575,479,560,510,533,555,474,535
19.272,513,511,500,527,409,507,516,447,411,524
19.272,516,511,466,517,519,524,527,462,586,518
19.272,540,591,591,582,605,597,561,624,611,544
19.272,494,523,486,468,492,476,448,516,447,482
19.272,498,433,484,556,464,487,491,422,473,481
19.272,527,536,543,496,510,537,523,526,550,527
19.272,514,519,525,518,587,501,505,587,510,491
19.272,501,479,486,510,507,480,486,507,434,498
19.272,515,515,517,505,480,511,501,454,591,518
19.272,511,495,507,513,472,513,519,476,559,512
19.272,512,510,503,498,562,495,512,551,455,509
19.272,509,521,541,517,528,510,512,552,502,517
19.272,514,537,502,510,479,509,511,478,532,508
19.318,512,534,510,523,512,512,523,430,516,523
19.318,513,522,507,515,535,521,529,600,494,518
19.318,514,521,512,518,494,522,540,558,509,521
19.318,515,503,535,518,470,525,549,446,513,532
19.318,514,530,497,517,544,524,548,487,499,525
19.318,514,497,509,514,546,523,540,549,484,525
19.318,511,475,517,517,476,517,462,555,554,521
19.318,512,546,510,513,464,512,493,496,554,518
19.318,512,550,537,514,598,511,512,495,469,511
19.318,511,464,492,506,489,512,481,460,460,509
19.318,511,523,504,510,457,502,484,572,600,505
19.318,512,509,528,509,562,502,514,543,533,506
19.318,509,491,532,508,593,544,510,460,459,505
19.318,511,531,488,508,472,517,504,514,518,505
19.318,508,497,518,512,436,489,509,476,540,504
19.318,506,508,526,513,549,526,521,561,504,506
19.318,511,524,502,517,564,529,531,559,450,506
19.318,512,505,511,509,484,492,519,468,592,507
19.318,512,515,518,514,476,506,519,477,552,515
19.318,519,521,512,512,517,507,519,509,464,516
19.318,519,506,510,514,507,501,519,589,460,519
19.318,515,515,514,516,510,508,511,482,577,521
19.318,520,523,513,514,514,515,511,450,562,519
19.318,512,510,512,513,513,511,509,512,464,517
19.318,509,512,512,508,541,506,506,607,490,516
19.318,507,509,512,521,503,509,523,488,532,509
19.318,503,507,489,511,517,540,550,446,464,514
19.318,506,508,535,518,496,515,497,515,560,510
19.318,507,510,527,511,506,526,490,606,528,507
19.318,536,512,502,512,525,516,509,489,480,513
19.318,497,509,518,508,540,505,482,456,518,505
19.318,501,510,515,508,432,515,482,508,526,506
19.318,523,506,501,508,558,507,520,594,503,521
19.318,502,533,525,510,535,501,551,497,506,515
19.318,517,518,542,511,482,503,534,469,515,518
19.318,514,519,491,513,540,506,515,499,464,527
19.318,501,510,518,519,512,504,483,568,577,512
19.318,522,507,520,510,484,508,542,518,529,501
19.318,506,515,501,514,506,538,548,482,467,509
19.318,513,485,513,515,544,549,470,536,515,510
19.318,520,515,507,517,515,502,547,437,532,500
19.318,518,520,509,513,499,511,505,479,526,508
19.318,523,510,515,515,546,516,489,487,512,503
19.318,520,526,525,516,487,500,523,517,504,513
19.318,518,510,515,519,487,508,506,606,502,517
19.318,514,510,495,516,521,512,502,619,562,514
19.318,514,502,529,515,547,514,514,416,475,512
19.318,513,511,500,519,490,508,514,605,496,517
19.318,511,516,509,513,492,514,506,470,527,512
19.318,509,517,512,515,534,513,520,445,499,514
19.318,507,517,504,511,511,509,512,559,506,517
19.318,507,513,514,506,505,512,511,464,531,512
19.318,507,512,512,507,495,513,517,490,556,514
19.318,511,513,525,508,523,514,517,518,474,520
19.318,511,515,519,512,521,512,512,500,517,524
19.318,513,513,478,509,497,513,512,537,505,510
19.318,511,512,545,511,515,511,514,541,464,519
19.318,514,511,499,508,511,511,515,488,549,511
19.318,509,508,513,513,502,512,509,596,474,506
19.318,508,510,533,511,507,508,512,468,568,510
19.318,527,514,504,516,514,510,516,516,504,507
19.318,529,509,523,516,549,512,510,521,489,507
19.366,507,513,517,515,508,509,506,479,530,510
19.366,525,512,513,515,504,515,506,565,485,509
19.366,509,511,519,514,537,520,508,437,566,510
19.366,505,511,512,513,514,513,506,564,506,515
19.366,511,513,509,513,503,504,507,528,483,513
19.366,520,511,514,512,512,524,520,476,541,514
19.366,504,515,505,513,505,567,509,537,498,520
19.366,523,512,511,513,497,485,516,515,471,519
19.366,517,510,525,512,500,485,512,509,505,522
19.366,509,515,504,511,497,523,531,515,542,519
19.366,515,520,509,510,514,488,515,482,506,514
19.366,496,513,520,511,517,516,507,584,494,512
19.366,512,514,497,510,494,512,516,458,541,509
19.366,509,517,521,511,528,499,501,523,508,506
19.366,509,515,512,509,553,527,501,517,504,509
19.366,516,512,511,511,475,524,503,521,516,509
19.366,514,509,514,509,513,516,508,501,508,520
19.366,514,510,512,511,529,520,511,536,504,513
19.366,513,508,514,512,507,522,513,508,503,504
19.366,509,507,515,511,507,510,509,477,559,511
19.366,514,509,512,513,501,513,509,560,486,512
19.366,525,510,517,513,501,510,510,460,519,516
19.366,506,509,512,512,515,507,515,553,526,518
19.366,512,515,512,513,548,505,524,508,494,515
19.366,518,513,514,513,473,505,523,495,525,515
19.366,503,515,512,514,523,509,518,526,520,516
19.366,514,514,513,516,536,513,518,507,506,515
19.366,526,514,513,517,495,508,514,516,497,524
19.366,503,513,514,513,516,511,546,512,543,530
19.366,513,514,510,513,518,523,494,515,530,486
19.366,518,510,514,511,536,524,491,526,484,524
19.366,506,510,512,511,472,519,524,512,523,500
19.366,520,517,510,512,526,515,489,506,521,506
19.366,513,511,515,512,523,517,505,510,497,522
19.366,513,511,514,511,502,509,512,517,505,479
19.366,517,511,513,510,518,484,500,507,527,525
19.366,514,513,514,510,513,513,513,510,510,499
19.366,519,513,518,511,514,505,511,515,507,509
19.366,521,513,509,511,513,506,507,522,527,512
19.366,511,511,511,512,510,509,514,508,514,522
19.366,526,512,514,514,506,506,512,509,506,509
19.366,502,512,508,513,515,513,513,518,514,527
19.366,520,512,510,515,504,510,514,512,510,504
19.366,517,513,513,513,510,516,519,515,515,516
19.366,512,511,510,516,521,517,518,507,516,512
19.366,518,512,511,515,505,519,527,509,504,516
19.366,513,515,513,516,533,528,511,512,511,520
19.366,509,511,512,516,503,524,511,509,510,522
19.366,523,515,510,513,516,501,519,506,492,525
19.366,505,512,511,514,519,531,506,530,505,513
19.366,511,514,513,513,506,502,514,518,513,522
19.366,523,514,510,514,517,507,508,506,532,499
19.366,508,511,516,513,506,508,510,512,514,512
19.366,514,514,517,514,498,504,508,505,516,497
19.366,510,512,510,512,500,510,511,508,532,516
19.366,516,510,513,511,541,506,512,513,519,496
19.366,513,512,513,509,507,511,511,513,511,540
19.366,502,514,509,511,491,507,508,510,513,504
19.366,516,515,507,511,542,516,514,513,512,512
19.366,518,516,508,512,506,511,515,515,500,511
19.366,505,514,515,511,508,516,517,515,515,501
19.366,517,512,511,513,523,517,520,516,513,517
19.366,511,514,512,511,507,517,522,515,495,513
19.366,513,509,513,514,510,517,520,512,511,495
19.414,517,505,516,512,511,512,514,509,573,528
19.414,512,509,513,514,506,515,513,513,468,517
19.414,513,510,515,513,513,511,510,517,530,515
19.414,514,515,511,514,509,512,509,511,527,520
19.414,511,517,508,510,510,508,512,507,483,507
19.414,515,518,513,513,558,511,511,517,515,511
19.414,512,509,509,513,470,512,512,509,518,502
19.414,515,512,512,514,523,511,512,512,502,515
19.414,514,513,513,512,536,510,509,518,505,511
19.414,513,510,513,512,497,521,508,509,517,513
19.414,514,516,513,512,520,512,511,515,505,512
19.414,515,514,514,512,512,513,526,510,504,513
19.414,517,516,512,511,498,513,491,517,510,512
19.414,511,514,513,511,508,511,516,509,520,512
19.414,510,511,513,511,512,510,505,518,514,516
19.414,512,513,512,511,501,510,506,511,512,517
19.414,513,513,510,513,513,508,509,509,520,515
19.414,510,511,514,513,545,512,508,513,516,508
19.414,511,513,511,514,520,521,513,512,517,518
19.414,510,513,513,513,491,508,513,513,520,516
19.414,511,512,514,513,537,515,517,513,519,511
19.414,510,513,511,513,504,521,517,513,512,514
19.414,510,512,513,513,514,517,518,512,512,512
19.414,509,511,512,515,519,520,517,516,513,512
19.414,519,512,512,513,512,511,517,514,517,512
19.414,509,515,513,514,512,517,516,510,500,511
19.414,509,514,514,513,510,513,515,516,521,510
19.414,513,516,512,511,509,509,511,509,498,513
19.414,510,516,515,512,511,510,512,514,512,511
19.414,512,514,515,511,518,507,512,511,517,513
19.414,513,515,514,513,508,506,511,515,506,512
19.414,516,513,516,511,520,507,511,514,510,514
19.414,519,514,516,512,513,509,514,514,515,513
19.414,511,514,514,512,507,513,512,513,510,513
19.414,510,514,514,513,513,513,510,511,512,514
19.414,510,516,511,512,509,510,510,513,515,513
19.414,513,515,516,513,510,514,511,511,510,514
19.414,513,512,513,515,512,512,513,514,510,512
19.414,516,514,513,515,503,512,511,510,513,513
19.414,515,514,514,514,522,515,511,511,510,513
19.414,515,513,511,515,550,517,513,511,511,512
19.414,514,512,512,514,508,516,511,512,510,514
19.414,515,512,512,512,512,512,515,517,511,512
19.414,512,512,514,511,514,514,513,513,512,513
19.414,511,513,512,510,500,513,513,513,511,512
19.414,511,513,513,510,515,511,514,514,514,512
19.414,512,514,512,509,515,512,513,510,508,514
19.414,509,512,514,509,508,512,515,512,503,512
19.414,511,512,512,510,507,510,512,512,523,512
19.414,511,511,513,511,511,512,514,511,518,512
19.414,513,513,514,512,512,511,515,513,511,514
19.414,511,514,514,513,514,513,517,509,523,511
19.414,514,513,513,514,519,511,514,514,504,513
19.414,512,512,514,514,513,511,512,511,502,515
19.414,514,513,511,515,511,513,512,516,500,511
19.414,514,514,514,517,517,513,509,512,513,514
19.414,515,514,515,516,509,512,511,513,588,511
19.414,517,513,513,515,511,513,511,513,466,514
19.414,511,512,515,516,511,512,512,510,516,513
19.414,509,511,514,514,513,513,511,513,525,512
19.414,510,512,513,514,515,513,510,517,490,512
19.414,514,511,515,513,501,514,510,521,521,512
19.414,514,513,513,514,521,514,513,521,511,511
19.414,513,516,514,513,500,513,512,514,509,513
19.414,512,515,512,512,508,513,512,518,520,511
19.462,515,515,512,512,499,511,512,508,516,510
19.462,515,513,512,510,516,511,510,512,507,512
19.462,513,513,513,511,537,513,511,508,521,510
19.462,514,513,512,511,519,513,512,513,515,512
19.462,510,512,512,513,495,511,513,507,508,513
19.462,512,512,513,511,517,512,515,514,516,513
19.462,510,512,513,511,507,512,515,514,511,510
19.462,510,512,515,513,519,513,512,515,511,513
19.462,511,513,513,514,498,512,513,514,514,512
19.462,510,514,512,514,508,513,514,514,511,512
19.462,512,514,516,513,532,515,513,513,515,513
19.462,513,513,513,513,485,514,513,513,510,513
19.462,514,513,513,512,520,515,513,513,512,513
19.462,515,514,516,513,509,512,513,514,514,514
19.462,513,513,516,513,493,512,512,511,511,512
19.462,515,513,513,513,516,512,510,518,510,513
19.462,512,513,514,512,509,513,511,523,510,511
19.462,516,513,512,511,516,514,512,502,510,512
19.462,512,513,511,511,503,511,512,510,512,513
19.462,514,513,510,512,520,512,512,496,510,514
19.462,513,512,509,513,511,510,512,532,517,514
19.462,514,512,509,513,522,511,511,502,515,513
19.462,514,513,512,512,503,511,512,511,534,514
19.462,512,509,507,511,519,512,513,509,499,513
19.462,512,511,510,512,506,513,513,517,506,512
19.462,512,510,529,514,509,514,514,505,516,513
19.462,515,511,526,516,516,512,514,516,492,512
19.462,513,512,487,515,517,497,512,516,504,511
19.462,514,513,522,514,504,508,512,530,504,512
19.462,513,514,515,513,519,509,512,512,502,510
19.462,510,514,496,514,510,514,513,524,515,514
19.462,512,514,508,514,510,515,513,514,517,512
19.462,511,512,489,514,512,514,514,512,521,512
19.462,512,512,503,513,507,516,513,506,508,513
19.462,515,515,567,513,509,517,511,505,518,513
19.462,512,513,517,512,510,513,513,508,520,512
19.462,513,513,491,512,515,512,514,512,506,514
19.462,512,513,526,513,518,515,516,513,526,515
19.462,513,513,514,513,513,513,515,513,510,510
19.462,513,512,509,511,519,512,514,514,507,514
19.462,513,512,519,510,514,512,514,513,515,512
19.462,511,512,511,511,514,513,515,516,514,515
19.462,512,512,517,511,516,514,513,517,504,514
19.462,512,512,542,512,510,514,514,516,518,513
19.462,511,513,482,512,511,514,512,516,502,513
19.462,513,510,523,512,510,511,511,515,506,513
19.462,510,513,508,513,512,513,508,511,506,513
19.462,513,513,498,514,511,512,510,508,515,513
19.462,519,513,518,514,513,515,511,511,511,515
19.462,525,513,506,513,508,515,512,506,528,514
19.462,511,511,507,513,514,514,511,512,514,514
19.462,509,512,525,514,525,513,512,506,522,515
19.462,511,512,511,513,507,513,510,515,508,513
19.462,513,514,523,513,520,512,510,520,505,513
19.462,514,511,512,512,511,511,513,516,509,515
19.462,514,511,518,512,516,512,513,515,511,513
19.462,516,511,535,512,507,511,516,513,504,512
19.462,517,512,488,512,510,512,515,514,519,513
19.462,516,511,527,512,512,510,513,507,513,513
19.462,513,513,516,511,511,511,512,515,513,512
19.462,514,512,506,514,513,510,511,512,513,511
19.462,511,513,517,512,516,512,513,516,514,512
19.462,513,513,503,514,511,513,512,517,513,513
19.462,510,513,508,512,511,511,512,514,514,511
