time,X1,Y1,X2,Y2,Z2
32.977,90.76,71.25,1.71,-9.16,-2.71
32.977,89.71,71.25,1.71,-9.16,-2.71
32.977,90.61,71.25,1.71,-9.16,-2.71
32.977,90.61,71.25,1.71,-9.16,-2.71
32.977,90.46,71.39,1.71,-9.16,-2.71
32.977,90.61,71.39,1.69,-9.15,-2.73
32.977,90.46,71.39,1.69,-9.15,-2.73
32.977,90.76,71.1,1.69,-9.15,-2.73
32.977,90.61,70.96,1.69,-9.15,-2.73
32.977,90.76,70.96,1.69,-9.15,-2.73
32.977,90.46,70.96,1.69,-9.15,-2.73
32.977,90.61,71.25,1.77,-9.14,-2.73
32.977,90.61,71.25,1.77,-9.14,-2.73
32.977,90.61,71.25,1.77,-9.14,-2.73
33.023,90.61,71.39,1.77,-9.14,-2.73
33.023,90.61,71.25,1.77,-9.14,-2.73
33.023,90.46,71.25,1.77,-9.14,-2.73
33.023,90.46,71.25,1.71,-9.14,-2.73
33.023,90.61,71.25,1.71,-9.14,-2.73
33.023,90.76,71.39,1.71,-9.14,-2.73
33.023,90.61,71.25,1.71,-9.14,-2.73
33.023,90.46,71.25,1.71,-9.14,-2.73
33.023,90.61,71.1,1.71,-9.14,-2.73
33.023,90.61,71.25,1.72,-9.16,-2.72
33.023,90.61,71.25,1.72,-9.16,-2.72
33.023,90.61,71.39,1.72,-9.16,-2.72
33.023,90.91,71.1,1.72,-9.16,-2.72
33.023,90.61,71.25,1.72,-9.16,-2.72
33.023,90.76,71.25,1.72,-9.16,-2.72
33.07,90.46,71.25,1.67,-9.16,-2.71
33.07,90.61,71.25,1.67,-9.16,-2.71
33.07,90.61,71.25,1.67,-9.16,-2.71
33.07,90.46,71.25,1.67,-9.16,-2.71
33.07,90.76,71.25,1.67,-9.16,-2.71
33.07,90.61,71.25,1.67,-9.16,-2.71
33.07,90.61,71.39,1.67,-9.15,-2.72
33.07,90.46,71.1,1.67,-9.15,-2.72
33.07,90.46,71.25,1.67,-9.15,-2.72
33.07,90.61,71.25,1.67,-9.15,-2.72
33.07,90.61,71.39,1.67,-9.15,-2.72
33.07,90.46,71.25,1.67,-9.15,-2.72
33.07,90.46,71.1,1.71,-9.11,-2.73
33.07,90.46,71.25,1.71,-9.11,-2.73
33.117,90.61,71.25,1.71,-9.11,-2.73
33.117,90.61,71.39,1.71,-9.11,-2.73
33.117,90.31,69.82,1.71,-9.11,-2.73
33.117,90.61,71.1,1.71,-9.11,-2.73
33.117,90.31,71.1,1.74,-9.12,-2.73
33.117,90.61,71.39,1.74,-9.12,-2.73
33.117,90.31,71.25,1.74,-9.12,-2.73
33.117,90.46,71.39,1.74,-9.12,-2.73
33.117,90.61,71.39,1.74,-9.12,-2.73
33.117,90.46,71.25,1.74,-9.12,-2.73
33.117,90.46,71.39,1.67,-9.13,-2.79
33.117,90.61,71.25,1.67,-9.13,-2.79
33.117,90.61,71.39,1.67,-9.13,-2.79
33.117,90.91,71.1,1.67,-9.13,-2.79
