time,X1,Y1,X2,Y2,Z2
26.911,89.56,71.96,1.29,-8.79,-4.11
26.911,89.86,71.82,1.36,-8.78,-4.07
26.911,89.56,72.25,1.36,-8.78,-4.07
26.911,89.86,71.96,1.36,-8.78,-4.07
26.911,90.01,71.96,1.36,-8.78,-4.07
26.911,89.86,72.11,1.36,-8.78,-4.07
26.911,89.56,71.82,1.36,-8.79,-4.03
26.911,90.01,71.96,1.36,-8.79,-4.03
26.911,89.86,73.25,1.36,-8.79,-4.03
26.911,89.86,71.96,1.36,-8.79,-4.03
26.911,90.01,71.96,1.36,-8.79,-4.03
26.911,89.86,71.96,1.36,-8.79,-4.03
26.911,89.86,72.25,1.3,-8.79,-4.04
26.911,89.86,72.11,1.3,-8.79,-4.04
26.956,89.71,71.96,1.3,-8.79,-4.04
26.956,89.86,72.11,1.3,-8.79,-4.04
26.956,89.86,71.96,1.3,-8.79,-4.04
26.956,89.86,72.25,1.3,-8.79,-4.04
26.956,89.86,72.25,1.3,-8.79,-4.04
26.956,89.71,72.39,1.25,-8.8,-4.06
26.956,89.86,72.25,1.25,-8.8,-4.06
26.956,90.01,72.25,1.25,-8.8,-4.06
26.956,89.86,72.11,1.25,-8.8,-4.06
26.956,89.86,72.11,1.25,-8.8,-4.06
26.956,90.01,71.96,1.25,-8.8,-4.06
26.956,89.86,72.25,1.24,-8.83,-4
26.956,90.01,72.11,1.24,-8.83,-4
27.004,90.01,72.25,1.24,-8.83,-4
27.004,89.71,72.11,1.24,-8.83,-4
27.004,89.71,71.96,1.24,-8.83,-4
27.004,89.86,71.96,1.24,-8.83,-4
27.004,90.01,71.96,1.26,-8.77,-3.99
27.004,89.86,72.11,1.26,-8.77,-3.99
27.004,89.86,72.11,1.26,-8.77,-3.99
27.004,89.86,71.96,1.26,-8.77,-3.99
27.004,90.01,72.11,1.26,-8.77,-3.99
27.004,89.86,72.11,1.26,-8.77,-3.99
27.004,90.01,72.11,1.33,-8.81,-3.99
27.004,89.86,72.11,1.33,-8.81,-3.99
27.004,89.71,72.25,1.33,-8.81,-3.99
27.004,89.86,72.25,1.33,-8.81,-3.99
27.004,89.71,72.11,1.33,-8.81,-3.99
27.05,89.56,72.11,1.33,-8.81,-3.99
27.05,89.71,71.96,1.27,-8.68,-3.94
27.05,89.86,72.25,1.27,-8.68,-3.94
27.05,89.86,72.11,1.27,-8.68,-3.94
27.05,89.71,71.96,1.27,-8.68,-3.94
27.05,89.86,72.11,1.27,-8.68,-3.94
27.05,89.71,71.96,1.27,-8.68,-3.94
27.05,90.01,71.96,1.32,-8.8,-3.92
27.05,90.01,71.96,1.32,-8.8,-3.92
27.05,90.01,71.82,1.32,-8.8,-3.92
27.05,90.01,71.82,1.32,-8.8,-3.92
27.05,90.31,71.96,1.32,-8.8,-3.92
27.05,90.01,71.96,1.32,-8.8,-3.92
27.05,90.01,71.96,1.36,-8.83,-3.92
27.096,89.56,71.82,1.36,-8.83,-3.92
27.096,89.86,71.96,1.36,-8.83,-3.92
27.096,89.71,71.96,1.36,-8.83,-3.92
27.096,89.86,71.96,1.36,-8.83,-3.92
27.096,90.01,71.96,1.36,-8.83,-3.92
27.096,90.31,72.11,1.32,-8.87,-3.87
27.096,90.16,71.96,1.32,-8.87,-3.87
27.096,90.01,71.82,1.32,-8.87,-3.87
27.096,90.16,71.82,1.32,-8.87,-3.87
27.096,90.16,71.82,1.32,-8.87,-3.87
27.096,90.16,71.68,1.32,-8.87,-3.87
27.096,90.16,71.68,1.49,-8.9,-3.71
27.096,90.16,71.96,1.49,-8.9,-3.71
27.096,90.16,71.68,1.49,-8.9,-3.71
27.144,89.86,71.82,1.49,-8.9,-3.71
27.144,89.71,71.68,1.49,-8.9,-3.71
27.144,89.56,71.82,1.49,-8.9,-3.71
27.144,89.56,71.82,1.47,-8.7,-3.86
27.144,89.71,71.82,1.47,-8.7,-3.86
27.144,89.71,71.82,1.47,-8.7,-3.86
27.144,89.86,71.82,1.47,-8.7,-3.86
27.144,89.86,71.96,1.47,-8.7,-3.86
27.144,90.01,72.11,1.47,-8.7,-3.86
27.144,90.31,72.39,1.19,-8.91,-3.9
27.144,90.16,72.68,1.19,-8.91,-3.9
27.144,90.01,72.82,1.19,-8.91,-3.9
27.144,90.16,72.82,1.19,-8.91,-3.9
27.144,90.16,72.82,1.19,-8.91,-3.9
27.144,90.16,72.68,1.19,-8.91,-3.9
27.192,90.01,72.53,1.03,-8.93,-3.85
27.192,90.16,71.96,1.03,-8.93,-3.85
27.192,90.01,71.96,1.03,-8.93,-3.85
27.192,90.16,71.68,1.03,-8.93,-3.85
27.192,89.86,71.68,1.03,-8.93,-3.85
27.192,90.01,71.82,1.03,-8.93,-3.85
27.192,89.71,71.68,1.03,-8.93,-3.85
27.192,89.86,71.68,1.44,-8.9,-3.8
27.192,89.86,71.68,1.44,-8.9,-3.8
27.192,90.01,71.53,1.44,-8.9,-3.8
27.192,90.01,71.68,1.44,-8.9,-3.8
27.192,89.86,71.53,1.44,-8.9,-3.8
27.192,89.86,71.82,1.44,-8.9,-3.8
27.192,89.86,71.68,1.52,-8.81,-3.66
27.239,90.16,71.82,1.52,-8.81,-3.66
27.239,89.86,71.96,1.52,-8.81,-3.66
27.239,89.71,71.96,1.52,-8.81,-3.66
27.239,89.86,72.11,1.52,-8.81,-3.66
27.239,90.01,71.96,1.52,-8.81,-3.66
27.239,89.71,72.11,1.34,-8.81,-3.68
27.239,89.86,72.11,1.34,-8.81,-3.68
27.239,89.86,72.11,1.34,-8.81,-3.68
27.239,90.01,71.96,1.34,-8.81,-3.68
27.239,90.01,71.82,1.34,-8.81,-3.68
27.239,90.01,71.96,1.34,-8.81,-3.68
27.239,89.86,72.11,1.33,-8.8,-3.61
